,PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
860,012K5,8/3Q1kpp/8/3K4/6P1/8/7P/q7 b - - 9 46,f7g6 d7f5 g6h6 f5h5,1101,75,92,401,endgame mate mateIn2 queenEndgame short,https://lichess.org/ideT1zK1/black#92,
868,01337,1k1r4/ppp3r1/8/P1b5/4R3/7P/1PP5/R6K b - - 0 25,d8d2 e4e8 d2d8 e8d8,596,103,91,546,backRankMate endgame mate mateIn2 short,https://lichess.org/rf2MrMXn/black#50,
892,015Di,r2k1bnr/p1pp1Bpp/1p3q2/4N1B1/3p4/2P5/PP2QPbP/RN2K2R b KQ - 2 10,f6g5 e5c6 g2c6 e2e8,1756,75,91,1826,clearance mate mateIn2 opening sacrifice short,https://lichess.org/T3BCr5TM/black#20,Kings_Pawn_Game Kings_Pawn_Game_McConnell_Defense
895,015RS,5r1k/7P/pp6/q1p5/3pPrb1/1P1B3Q/2P1K1R1/7R w - - 0 46,g2g4 f4f2 e2d1 a5a1,1048,75,100,142,mate mateIn2 middlegame short,https://lichess.org/zPu2pktU#91,
906,016BD,r1bqk2r/pp4pp/3b1B2/3pNn2/4p3/2N5/PPP2PPP/R2QKB1R b KQkq - 0 11,g7f6 d1h5 e8f8 h5f7,1760,75,79,165,mate mateIn2 opening short,https://lichess.org/qzKzWmta/black#22,Nimzowitsch_Defense Nimzowitsch_Defense_Kennedy_Variation
930,018KA,4r1k1/1b1r1pPp/4p3/p5B1/5Q2/1P6/PbR3qP/6RK w - - 0 36,g1g2 d7d1 f4f1 d1f1,1174,118,87,18,mate mateIn2 middlegame pin short,https://lichess.org/qeWQ34cz#71,
935,0198M,6rk/p1N2R1p/1n1Q4/2p1p3/8/7P/PPP3P1/4q2K w - - 1 33,h1h2 e1g3 h2g1 g3g2,988,75,100,160,endgame mate mateIn2 short,https://lichess.org/ldvaocEE#65,
950,019yp,5r1k/p1q3pp/2p1Q1p1/8/8/5RN1/P1P3P1/6K1 b - - 1 26,f8f3 e6e8 f3f8 e8f8,648,97,76,91,endgame mate mateIn2 short,https://lichess.org/gLC1NwZX/black#52,
973,01CAb,8/p2Q1p2/1p3p1p/2b1k3/5P2/8/PPBr1q1P/R6K b - - 0 31,e5f4 d7f5 f4e3 f5e4,1507,75,83,726,endgame mate mateIn2 short,https://lichess.org/SyXXN7Qn/black#62,
975,01CQ7,1n3r1k/p5pp/8/7Q/4P3/2NP4/PPPB2qP/R2KRr2 w - - 3 21,d2e3 f1e1 d1e1 f8f1,1531,74,93,126,attraction mate mateIn2 middlegame short,https://lichess.org/yu8CZvqe#41,
994,01Dt6,3r2k1/1bqPn1pp/p3pp2/1pp3PQ/8/8/PPP4P/1K1R1R2 b - - 1 28,f6f5 h5e8 d8e8 d7e8q,1186,76,89,1835,advancedPawn kingsideAttack mate mateIn2 middlegame promotion short,https://lichess.org/rCyfbn1Z/black#56,
1001,01EMd,r6k/4q1pp/1n1pBp2/2p1nP2/1p2R2Q/1P5P/r5P1/2B1R1K1 b - - 6 31,b6d7 h4h7 h8h7 e4h4,1359,75,93,6715,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/cQMrswkE/black#62,
1003,01EUl,r2qk2r/ppp2pp1/2p2n2/7p/3bP1b1/2N3Q1/PPP2PPP/R1B1KB1R w KQkq - 0 9,h2h3 d4c3 g3c3 d8d1,1445,77,96,20018,clearance mate mateIn2 opening short,https://lichess.org/eR5rGPfR#17,Russian_Game Russian_Game_Stafford_Gambit
1009,01EuL,3Q4/5pk1/5P2/4K2p/P2P4/2q1p3/5r2/8 b - - 0 52,g7g6 d8g8 g6h6 g8g7,1088,86,93,139,endgame mate mateIn2 short,https://lichess.org/RG5h38pt/black#104,
1021,01GBu,5r1k/3p2bp/p4pp1/qp1br3/4P3/1Q4B1/PP2RPPP/4R1K1 w - - 0 23,e4d5 a5e1 e2e1 e5e1,1218,75,93,4219,backRankMate mate mateIn2 middlegame short xRayAttack,https://lichess.org/t1gBJrWV#45,
1035,01Hgu,2k5/p1p5/r6q/3b4/8/3P4/PPP2P1P/R1B2RK1 w - - 0 31,c1h6 a6g6 h6g5 g6g5,1119,75,97,4847,endgame fork mate mateIn2 short,https://lichess.org/9laF2Tml#61,
1043,01IFr,6Rk/pp6/1bpN3p/4P1p1/7q/3Q3P/PP4P1/7K b - - 0 28,h8g8 d3g6 g8h8 d6f7,987,75,100,802,endgame mate mateIn2 short,https://lichess.org/3Rc0bO6Y/black#56,
1048,01IW8,r5r1/pb2kp1Q/2p5/q1b1N2P/1p2P3/8/PnP1N3/1K1R4 b - - 0 24,b2d1 h7f7 e7d6 e5c4,1780,76,86,335,mate mateIn2 middlegame short,https://lichess.org/JPaYHpzn/black#48,
1051,01Ie5,8/3R3p/6pk/5p2/5PP1/1r5P/r2B1K2/8 b - - 0 46,b3b2 g4g5 h6h5 d7h7,999,74,96,1812,deflection endgame mate mateIn2 short,https://lichess.org/MSON3n5v/black#92,
1058,01J3q,r3r1k1/ppq1ppb1/2p3nN/2Pp3p/3Pn2N/1P2P2P/PB3QP1/R4RK1 b - - 9 23,g7h6 f2f7 g8h8 h4g6,1382,75,98,11867,fork mate mateIn2 middlegame short,https://lichess.org/CUMxzqX2/black#46,
1062,01JJc,4k3/4P3/2p1KP2/2N5/7r/8/p7/8 b - - 4 42,h4h6 c5e4 c6c5 e4d6,2124,91,86,75,endgame mate mateIn2 quietMove short,https://lichess.org/beTqPTep/black#84,
1065,01JaO,5r1k/pp4p1/b1p1Q2p/3p4/PP1P2P1/6bP/4NPBq/R3RK2 w - - 1 29,f2f3 f8f3 g2f3 h2f2,1704,78,87,69,mate mateIn2 middlegame sacrifice short,https://lichess.org/eYK1wfLO#57,
1067,01Jrn,5rk1/3q1r1p/1p1bQ1p1/8/1P4R1/7P/3N2P1/5R1K w - - 5 34,e6d7 f7f1 d2f1 f8f1,775,85,89,685,mate mateIn2 middlegame short,https://lichess.org/eRVQUz9d#67,
1079,01Kn5,8/8/8/1R3p2/1P6/6k1/r6p/7K w - - 2 50,b5f5 a2a1 f5f1 a1f1,556,88,100,136,endgame mate mateIn2 rookEndgame short,https://lichess.org/k647Qsyr#99,
1082,01LA9,2r3k1/p4q2/4N1pQ/1p1nP3/3P4/8/5PP1/6KR b - - 0 32,f7e6 h6h8 g8f7 h1h7,1523,75,90,1191,endgame mate mateIn2 short,https://lichess.org/mFqNeSJb/black#64,
1084,01LGs,4rr2/ppp2q1k/3p2p1/2bP4/4RPP1/1RBQ4/P6P/7K b - - 0 32,e8e4 d3h3 h7g8 h3h8,1506,75,100,301,mate mateIn2 middlegame short,https://lichess.org/Z3tr3Uaf/black#64,
1110,01MOR,1k6/1p2R3/2p1B1r1/p6p/N4r2/8/PPP5/3R3K w - - 2 32,a4c5 f4h4 e6h3 h4h3,1271,76,86,399,endgame mate mateIn2 short,https://lichess.org/z28CI1fv#63,
1111,01MPw,3r4/p1k3q1/1p2p2p/2p1n1p1/2P1N3/P2R2Q1/1P3PPP/6K1 w - - 1 29,d3e3 d8d1 e3e1 d1e1,614,96,62,150,backRankMate endgame mate mateIn2 short,https://lichess.org/XVfpxq4Y#57,
1118,01N0w,2kr3r/1pp3Q1/p1p5/2b2p1P/q1P5/6BP/PP3P2/1K1RR3 w - - 1 26,g7f6 d8d1 e1d1 a4d1,1103,78,94,136,mate mateIn2 middlegame queensideAttack short,https://lichess.org/uaGsJ7mX#51,
1127,01NfS,r3k2r/pp2bppp/2pQ4/2Bn4/6P1/3P4/PPP4P/1K2R1Nq b kq - 3 19,a8d8 e1e7 d5e7 d6e7,1375,75,95,4806,mate mateIn2 middlegame short,https://lichess.org/ENLFjMzb/black#38,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation
1133,01OFy,r4rk1/pppbq1pp/1b3p2/3Bp2R/3P4/2P3P1/PP3P1P/R1BQ2K1 b - - 0 16,g8h8 h5h7 h8h7 d1h5,1609,238,33,4,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/JpoGe8OK/black#32,French_Defense French_Defense_Kings_Indian_Attack
1137,01OgB,r3r1k1/1ppQ1pp1/1p5p/1P6/3P4/2P5/3B1PPP/5qK1 w - - 0 22,g1f1 a8a1 d2c1 a1c1,896,77,100,116,endgame mate mateIn2 short,https://lichess.org/3ASaJgPf#43,
1148,01PQE,7R/kb6/2pp1p2/4qP2/3pPN2/1QbP4/B1P5/2K5 w - - 1 38,h8h7 e5f4 c1b1 f4f1,1126,157,50,31,hangingPiece mate mateIn2 middlegame short,https://lichess.org/ZqbSx2nz#75,
1169,01Qwv,5rk1/p3Q1pp/2p5/3q4/4p1B1/6PP/4P1K1/8 b - - 3 31,d5d1 g4e6 g8h8 e7f8,999,80,93,1367,deflection endgame mate mateIn2 short,https://lichess.org/hT9Udn33/black#62,
1194,01TLc,r4r1k/1p2q2p/1Qp5/p4p2/2b1p3/P1P1P2P/5P1N/1K1R2R1 b - - 0 27,e7a3 b6d4 f8f6 d4f6,1493,85,79,48,fork mate mateIn2 middlegame short,https://lichess.org/kWdDwITU/black#54,
1198,01TXv,Q1bk3r/2p2pNp/8/3PP3/2p3q1/B1P5/6BP/7K w - - 3 33,a8c6 g4d1 g2f1 d1f1,798,84,80,320,mate mateIn2 middlegame short,https://lichess.org/WeILnMLY#65,
1214,01Uff,8/5p2/2rk4/3b4/7P/3Q2P1/5P2/6K1 w - - 3 48,d3h7 c6c1 g1h2 c1h1,591,98,94,380,endgame mate mateIn2 short,https://lichess.org/FkmFi9a3#95,
1238,01WCP,6k1/p5p1/2R3P1/3pr3/8/4P3/P7/5K2 b - - 0 32,e5e7 c6c8 e7e8 c8e8,884,99,77,45,endgame mate mateIn2 rookEndgame short,https://lichess.org/GEde9LIh/black#64,
1241,01WPJ,8/R5R1/4p2p/3p4/4b1Pk/2r4P/5P1K/8 w - - 5 57,g7h7 c3h3 h2g1 h3h1,1385,79,84,73,endgame mate mateIn2 short,https://lichess.org/FUPqqxNX#113,
1249,01Wni,2rn2k1/p2bRppp/8/3B2N1/8/8/P4PPP/R1r3K1 w - - 0 24,a1c1 c8c1 e7e1 c1e1,600,102,60,327,backRankMate mate mateIn2 middlegame short,https://lichess.org/X6p6G1Hi#47,
1251,01WoU,6k1/1p4pp/p3r3/2b1r3/5N2/2P5/PP2n1PP/2B1RR1K w - - 4 26,f4e6 e2g3 h2g3 e5h5,1409,76,96,7879,mate mateIn2 middlegame sacrifice short,https://lichess.org/zFo0Fhpa#51,
1271,01Yqt,8/2p5/3b2kp/3p2p1/P3p1K1/1P2R2P/1B4P1/8 w - - 2 36,h3h4 h6h5 g4h3 g5g4,1389,75,100,638,endgame mate mateIn2 short,https://lichess.org/mHAjRMmQ#71,
1273,01YyJ,2Q2rk1/p4ppp/1p3q2/3bR3/7N/P5P1/1P3P1P/4R1K1 b - - 0 23,f8c8 e5e8 c8e8 e1e8,815,80,83,53,backRankMate endgame mate mateIn2 short,https://lichess.org/DQs8jnYM/black#46,
1286,01aBw,5k1r/R5p1/b4n1p/5P1q/5B2/P2p4/6PP/4Q1K1 b - - 0 26,a6b5 e1e7 f8g8 e7g7,1840,79,88,118,mate mateIn2 middlegame short,https://lichess.org/heBgVFGc/black#52,
1295,01awh,3r3k/pQ2b1pp/8/8/2p2q1n/2B2p2/PP3P1P/1K4NN w - - 0 27,b7e7 d8d1 b1c2 f4c1,1349,74,92,3307,fork mate mateIn2 middlegame short,https://lichess.org/vReSWTIq#53,
1296,01axW,r5k1/4rpp1/p2b1R2/1ppPq1N1/8/2NQ3P/PP6/5RK1 b - - 0 24,g7f6 d3h7 g8f8 h7h8,1019,80,81,63,mate mateIn2 middlegame short,https://lichess.org/LrYBJ11m/black#48,
1298,01b3S,r2q1r1k/4b1p1/p3b2p/4B1pQ/2p1P3/1P1p3P/P2P1P2/2KR2R1 b - - 0 22,c4b3 h5h6 h8g8 h6g7,1348,75,89,877,kingsideAttack mate mateIn2 middlegame pin short,https://lichess.org/wBiesuqt/black#44,
1301,01bS3,3r1rk1/2p2ppp/p1n1p1bq/1pN4n/3P4/P1B2P2/1P2B1PP/2RQR2K w - - 6 20,c5a6 h5g3 h1g1 h6e3,1662,101,68,20,kingsideAttack mate mateIn2 middlegame pin short,https://lichess.org/7WR956me#39,
1344,01ehq,2kr3r/1bpp1ppp/1b4q1/p3Pn2/PpN5/1BpP1P2/1P1BQ1PP/R4R1K w - - 0 18,b2c3 f5g3 h2g3 g6h5,1677,75,98,990,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/KcyZDcQR#35,Ruy_Lopez Ruy_Lopez_Morphy_Defense
1346,01eqy,6r1/p1qk4/QbN5/3p1p2/8/4P1r1/P6P/1R2R1K1 w - - 0 32,h2g3 c7g3 g1f1 g3g2,1526,74,93,3659,mate mateIn2 middlegame short,https://lichess.org/DH25wLla#63,
1347,01esB,2rr4/5pkp/2q1p1p1/1b6/p3P3/P3Q3/BP3PPP/2R3K1 w - - 6 28,c1c6 d8d1 e3e1 d1e1,1233,77,88,106,backRankMate endgame mate mateIn2 short,https://lichess.org/cPimZ8KS#55,
1352,01fBk,7k/8/8/2prp3/1p2Nnp1/1P6/P4RPP/7K w - - 0 40,g2g3 d5d1 f2f1 d1f1,826,84,100,45,endgame mate mateIn2 short,https://lichess.org/FyjclvgD#79,
1357,01faz,3nrr1k/1ppR2p1/p6p/6NQ/2B2p1P/1P6/P1PK1PP1/q6R b - - 2 22,a1h1 h5h6 g7h6 d7h7,1791,78,91,877,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/VaOgGVYf/black#44,
1360,01gBD,2r4k/pb4pp/1p6/3pP3/3Pn3/2PBq1NQ/PP5P/5R1K b - - 4 23,e3d3 h3c8 b7c8 f1f8,1417,75,75,232,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/Oojuy157/black#46,
1380,01hRk,3k3r/ppNb4/3B1p2/6pp/2B1P1n1/3P2K1/PPn3PP/7R w - - 0 19,h2h3 h5h4 g3f3 c2d4,1477,74,93,3379,mate mateIn2 middlegame short,https://lichess.org/bJFjAHbe#37,Bishops_Opening Bishops_Opening_Boi_Variation
1382,01hbV,3r2k1/1q3n1p/6p1/2PB1p2/1P6/2Q1P3/2P2PPP/6K1 w - - 0 31,d5b7 d8d1 c3e1 d1e1,615,83,74,517,backRankMate endgame mate mateIn2 short,https://lichess.org/MIAJyKTV#61,
1384,01hmS,r4rk1/p4ppp/Q7/3pb3/1B1Np2q/P3P3/4BPK1/1RR5 w - - 3 26,b4f8 h4h2 g2f1 h2h1,1200,76,93,715,mate mateIn2 middlegame short,https://lichess.org/FMCNOXPz#51,
1386,01hsz,r4rk1/pp3ppp/8/2P1q3/1Q1n4/1P2p3/b1PN1PPP/2KR1B1R w - - 0 17,d2c4 d4e2 f1e2 e5a1,1982,78,88,179,clearance mate mateIn2 middlegame queensideAttack sacrifice short,https://lichess.org/VdlMjcA3#33,French_Defense French_Defense_Exchange_Variation
1412,01jao,2kr3r/ppp2ppp/2nbp3/6B1/P2P2n1/2N2N1q/1PP1BP2/R2QR1K1 w - - 2 14,e2f1 d6h2 g1h1 g4f2,1474,75,96,7594,deflection kingsideAttack mate mateIn2 middlegame short,https://lichess.org/SuiO7G4H#27,Scandinavian_Defense Scandinavian_Defense_Main_Line
1421,01l5R,5rk1/2p3n1/3p3p/pPp5/P1q2bQ1/5R2/6PP/5R1K w - - 0 33,f3f4 c4f1 f4f1 f8f1,1276,75,90,1368,backRankMate endgame mate mateIn2 short xRayAttack,https://lichess.org/GNv2K66y#65,
1427,01lTa,r4k2/1bp2pp1/1p1b3p/1N1P4/1pP5/P4B1P/4RPP1/6K1 w - - 0 30,a3b4 a8a1 e2e1 a1e1,1208,76,47,110,endgame mate mateIn2 short,https://lichess.org/Sek68KSv#59,
1432,01m5k,4r1k1/pp2rp1p/5Rp1/1q6/8/1P4Q1/P4PPP/5RK1 w - - 1 22,a2a4 b5f1 g1f1 e7e1,1202,75,93,2431,attraction endgame mate mateIn2 sacrifice short,https://lichess.org/JiGbkYf4#43,
1436,01mLC,7k/p1q4p/5Pp1/1ppb4/3n1PQ1/2KP4/PP6/2R4R w - - 0 27,h1e1 c7a5 b2b4 a5b4,1807,74,95,7161,endgame mate mateIn2 short,https://lichess.org/eUNPlEHz#53,
1444,01mxd,8/4rk1p/P4p2/5R2/3b4/1P5P/2P3P1/1K6 w - - 1 36,f5d5 e7e1 b1a2 e1a1,1090,232,67,2,endgame mate mateIn2 short,https://lichess.org/AmnKKBMZ#71,
1447,01nEK,3Q3k/1pb2rpp/p5q1/3Q3n/8/1PN1P2P/1PP3P1/R6K b - - 0 30,c7d8 d5d8 f7f8 d8f8,698,103,62,137,mate mateIn2 middlegame short,https://lichess.org/fe38YKSa/black#60,
1467,01oz9,1k6/1p6/pK4p1/7p/P1P5/4R1P1/6r1/8 b - - 1 35,g2d2 e3e8 d2d8 e8d8,1013,141,43,17,endgame mate mateIn2 rookEndgame short,https://lichess.org/uxLPTKFb/black#70,
1471,01pRy,6k1/3r2p1/p1b5/1p1qPp2/5B2/Q7/1P4PP/6RK w - - 10 44,a3a6 d5g2 g1g2 d7d1,1463,79,83,120,clearance endgame mate mateIn2 pin sacrifice short,https://lichess.org/Y00u9Q6G#87,
1475,01q3y,rnb2r2/ppp2B1k/3p3p/2b4Q/4P3/3P4/PP1NKPPP/q7 b - - 0 14,a1b2 h5g6 h7h8 g6h6,1066,74,98,4843,deflection mate mateIn2 middlegame short,https://lichess.org/8Ciw3tYm/black#28,Bishops_Opening Bishops_Opening_Boi_Variation
1480,01qGo,1k1r4/p7/1pQ1pP2/2p4q/P1P4P/8/1BP2PP1/6K1 w - - 1 27,f6f7 d8d1 g1h2 h5h4,1430,436,33,2,endgame mate mateIn2 short,https://lichess.org/vsyYDWH6#53,
1483,01qIp,5rk1/p5pp/2ppp3/4p2R/4N1q1/5Q2/PPP3P1/1K6 w - - 3 22,f3g4 f8f1 g4d1 f1d1,527,103,91,1296,backRankMate endgame mate mateIn2 short,https://lichess.org/RquBZOf4#43,
1488,01qh2,r1b1r1k1/pp1p1Npp/2p2q2/2bn3Q/2B5/3P4/PPP2PPP/R1B2RK1 w - - 0 12,c4d5 f6f2 g1h1 f2f1,2051,75,96,8808,deflection kingsideAttack mate mateIn2 opening short,https://lichess.org/3VDxYtAy#23,Italian_Game Italian_Game_Giuoco_Pianissimo
1514,01sr1,8/k7/p5R1/1p5p/3b1P1K/1P1r3P/1P2R1P1/7r b - - 0 48,h1d1 e2e7 a7b8 g6g8,859,77,99,599,endgame mate mateIn2 short,https://lichess.org/PFhVPn5z/black#96,
1515,01srl,2r1r3/pQ5p/5kp1/1P6/P7/8/5PPP/4R1K1 w - - 1 34,e1e8 c8c1 e8e1 c1e1,828,83,97,2770,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/T6cxLj6c#67,
1517,01t6f,r4rk1/2qb2pp/p2bp3/1p1nnN2/1P2Q3/P1P3N1/2B2PPP/R1B2RK1 b - - 0 21,d5c3 f5h6 g7h6 e4h7,1949,75,96,4454,discoveredAttack kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/zgaMr6Zr/black#42,
1527,01tqF,2r2rk1/p4ppp/1p2p3/3pP2Q/3N4/7R/P4PPP/R1q3K1 w - - 1 23,a1c1 c8c1 h5d1 c1d1,600,108,53,178,backRankMate endgame mate mateIn2 short,https://lichess.org/owD26G0W#45,
1528,01tyT,8/5p2/3Q4/6pk/PP4qp/6P1/5PKP/8 w - - 2 48,d6c5 h4h3 g2f1 g4d1,1459,100,87,32,endgame mate mateIn2 queenEndgame short,https://lichess.org/nHIZqqzx#95,
1541,01uYa,r4rk1/ppp2Rpp/8/4q3/2Bb2b1/2N5/PP4PP/R4Q1K b - - 0 17,g8h8 f7f8 a8f8 f1f8,600,85,72,261,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/2ChO3iiL/black#34,Italian_Game Italian_Game_Giuoco_Pianissimo
1559,01w3s,r4r1k/ppp1q1pp/6N1/5Q2/2B5/2P5/P1P2PPP/2KR4 b - - 2 21,h7g6 f5h3 e7h4 h3h4,1144,74,98,3658,endgame mate mateIn2 short,https://lichess.org/vDbgzIXr/black#42,
1563,01wOb,r1b2rk1/ppp2Bpp/3p4/3P4/3p4/3P1Q2/PPq2PPP/R3R1K1 b - - 0 14,f8f7 e1e8 f7f8 f3f8,1083,80,89,78,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/XDURiLLZ/black#28,Ruy_Lopez Ruy_Lopez_Steinitz_Defense
1565,01wS5,b5rk/6p1/qNpQR2p/5p2/3P4/5P2/1P4PP/6K1 b - - 1 32,a6b6 e6h6 g7h6 d6h6,961,76,100,1989,endgame mate mateIn2 sacrifice short,https://lichess.org/lVaVeCfQ/black#64,
1567,01wdX,5qk1/p2nN1pp/5r2/1p1p2N1/2pP4/2P5/PPQ3PP/5RK1 b - - 0 24,f8e7 c2h7 g8f8 h7h8,1052,75,98,2723,endgame kingsideAttack mate mateIn2 short,https://lichess.org/8iV5yCBV/black#48,
1582,01xnx,7k/ppp3p1/1b4qp/5b2/1P3R2/PQ6/2RBrPPP/6K1 b - - 11 25,f5c2 f4f8 h8h7 b3g8,1076,79,90,616,mate mateIn2 middlegame short,https://lichess.org/THPDCFZf/black#50,
1583,01xuT,8/kp2R1p1/pr5q/3Q4/8/P1P5/1P6/K7 w - - 3 37,d5d4 h6c1 a1a2 c1b2,1358,75,69,370,endgame mate mateIn2 short,https://lichess.org/qvWhvBKj#73,
1586,01xyJ,8/7p/5Kpk/5p2/8/4p1Pr/8/4R3 b - - 3 43,h3g3 e1h1 g3h3 h1h3,793,76,98,721,endgame mate mateIn2 rookEndgame short,https://lichess.org/8nzH0Au5/black#86,
1588,01yBt,4k1r1/2pN3Q/pq3r2/1p6/1P6/P2B3P/7K/3b4 w - - 22 44,d7b6 f6f2 h2h1 d1f3,1024,77,91,183,endgame mate mateIn2 short,https://lichess.org/QNy71vca#87,
1592,01ySx,3r2k1/p4q1p/1p4p1/8/1P2p3/P3P3/1Q1r1PPP/2R1R1K1 w - - 0 27,b2e5 f7f2 g1h1 f2g2,1081,75,96,2395,endgame mate mateIn2 short,https://lichess.org/pyuPWjq8#53,
1595,01yjb,4r1k1/pp1b3p/2p1r1qB/3p3p/4pQ2/8/P5PP/R4R1K b - - 9 29,g6g4 f4f8 e8f8 f1f8,1788,125,43,47,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/6VnOzMUA/black#58,
1601,01yvN,5r1k/pQR4p/2p3p1/3p4/P3prK1/2N5/7P/8 w - - 4 34,g4g5 f8f5 g5h6 f4h4,721,235,54,3,endgame mate mateIn2 short,https://lichess.org/TtgFejaO#67,
1603,01z5g,6k1/p4p1p/8/5PP1/3pBK2/1b6/p2r3P/2R5 b - - 5 41,h7h6 c1c8 g8g7 f5f6,1315,79,84,226,endgame mate mateIn2 short,https://lichess.org/dTF4rMML/black#82,
1604,01zRG,r2r2k1/p1p2ppp/2p1p3/4Pb2/N2R4/1q5P/5BP1/3Q1RK1 b - - 0 22,f5c2 d4d8 a8d8 d1d8,840,107,95,204,backRankMate mate mateIn2 middlegame short,https://lichess.org/kOXTd0Lj/black#44,
1613,01zxo,5rk1/pp3Qpp/8/2P5/3R4/7P/5RPK/q7 b - - 0 30,f8f7 d4d8 f7f8 f2f8,850,104,91,587,endgame mate mateIn2 queenRookEndgame short,https://lichess.org/nj1JlCSh/black#60,
1620,020XG,2rk1r2/ppp3RR/4P3/8/b1P1p3/P3P3/4KP2/8 b - - 2 36,f8e8 g7d7 a4d7 h7d7,1048,81,87,228,endgame mate mateIn2 sacrifice short,https://lichess.org/IsYyI1LZ/black#72,
1633,021Dc,r2q1rk1/pbp2pbn/1p1pp1p1/n5P1/3BP3/P1NP3Q/BPP2PP1/R3K2R b KQ - 2 14,h7g5 h3h8 g7h8 h1h8,1581,75,93,1452,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/qS4iIfTa/black#28,Modern_Defense Modern_Defense_Other_variations
1634,021GH,6Q1/pp4p1/3R3p/7k/2P4n/4P2P/5qPK/8 w - - 6 37,g8g7 h4f3 h2h1 f2e1,1265,76,93,1177,endgame mate mateIn2 pin short,https://lichess.org/ZLiap2Hf#73,
1643,021cG,5rk1/2p2p2/ppB1p1p1/4n3/1PP3q1/P1Q4R/5PPP/3R2K1 w - - 1 27,c3e5 g4d1 e5e1 d1e1,601,93,80,371,endgame hangingPiece kingsideAttack mate mateIn2 short,https://lichess.org/EvKDthbj#53,
1655,022Lj,8/R5p1/5k1p/8/7K/1r5P/6P1/8 w - - 0 38,g2g4 g7g5 h4h5 b3h3,1190,85,79,32,deflection endgame mate mateIn2 rookEndgame short,https://lichess.org/mEeIGqcO#75,
1659,022ib,2kr4/2p2pp1/8/1R2PP1p/6n1/8/4Q1PP/3q2BK w - - 1 28,e2b2 d1g1 h1g1 d8d1,1596,75,96,15495,attraction endgame mate mateIn2 sacrifice short,https://lichess.org/RMJWhohP#55,
1665,023E4,1r5N/1p1kR1bp/p7/2pN3B/2Pn1P2/8/b5PP/6K1 b - - 1 25,d7d6 h8f7 d6c6 e7c7,1588,75,97,1098,hookMate mate mateIn2 middlegame short,https://lichess.org/94q1e8Cj/black#50,
1684,024fF,1k5r/ppp5/nr3pRp/4pB2/3pPP2/qP1P3P/2PQ1P2/1K4R1 b - - 0 23,a6b4 g6g8 h8g8 g1g8,788,78,96,2066,backRankMate mate mateIn2 middlegame short,https://lichess.org/4zumGLcG/black#46,
1687,024nn,2k5/1bp3pp/1p2p3/2n1b3/2P5/Q4rqP/PP1rB1P1/4RRBK w - - 0 25,e2f3 g3g2 f3g2 b7g2,2397,77,93,4357,kingsideAttack mate mateIn2 middlegame sacrifice short xRayAttack,https://lichess.org/r4Pi15FR#49,
1690,024wO,3rqr1k/1p1b2pQ/p1p2p2/4pP2/4n3/1B2BR2/PPP3PP/R5K1 b - - 0 21,h8h7 f3h3 e8h5 h3h5,690,96,93,587,mate mateIn2 middlegame short,https://lichess.org/SkYpgfkS/black#42,
1706,0265C,6k1/2p1r3/1p1p2p1/p2P1bN1/P1P3PQ/4q2P/5R1K/8 b - - 0 40,f5d3 f2f8 g8f8 h4h8,1534,75,95,621,attraction endgame mate mateIn2 sacrifice short,https://lichess.org/mvXPLz4k/black#80,
1717,026wE,1rbr2k1/ppN2ppp/3p4/4n2q/8/1B4Q1/PPP2PPP/3RR1K1 w - - 3 19,e1e5 h5d1 e5e1 d1e1,903,75,100,243,hangingPiece kingsideAttack mate mateIn2 middlegame short,https://lichess.org/m3l7FmZx#37,Englund_Gambit_Complex Englund_Gambit_Complex_Englund_Gambit
1720,0279c,r3k2r/pp1bbpR1/1q2p2p/3p4/4n2Q/2NB1P1P/PPPB1P2/R3K3 w Qkq - 1 17,h4h5 b6f2 e1d1 f2d2,1214,74,90,633,attackingF2F7 master mate mateIn2 middlegame short,https://lichess.org/oL9whktK#33,Zukertort_Opening Zukertort_Opening_Lemberger_Gambit
1737,028B5,7r/kpQ2p2/r2R3p/4pb2/2N1q3/8/PP3P1P/K1R5 b - - 3 27,h8c8 d6a6 a7a6 c7a5,1366,74,96,15611,attraction mate mateIn2 middlegame pin short,https://lichess.org/j9q1QKgN/black#54,
1739,028W0,1k6/1p4p1/1pp1p3/8/5q1p/Q4P2/PPP3r1/1K1R4 b - - 1 31,h4h3 d1d8 b8c7 a3e7,1434,74,92,1070,endgame mate mateIn2 short,https://lichess.org/KRZH5U3N/black#62,
