,PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
96895,1sn1C,8/8/8/3Br3/8/6k1/5p1p/5R1K w - - 8 73,d5g2 e5e1 g2h3 g3h3 f1e1 f2e1q,1626,84,85,60,advancedPawn endgame long mate mateIn3 pin promotion zugzwang,https://lichess.org/MzyToWC9#145,
96904,1snE0,2r1kB2/1p1n1pQ1/p6p/8/4p3/4nP2/PPPq2PP/1K2RB1R w - - 1 24,f8b4 d2c2 b1a1 c2c1 e1c1 c8c1,1156,77,91,1217,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/gd1LgXol#47,
96912,1so4r,r4rk1/pQp1n1pp/4p3/2b1p3/8/2Pq1N2/PP3PPP/RN3RK1 w - - 0 13,f3e5 c5f2 f1f2 d3d1 f2f1 f8f1,1207,75,96,10096,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/VILobDn8#25,Italian_Game Italian_Game_Classical_Variation
96990,1suDo,5rk1/pp3ppp/8/2pQ4/6r1/P2Pq3/1PP5/1K2RR2 b - - 1 27,e3d4 d5f7 f8f7 e1e8 f7f8 f1f8,1406,75,71,300,endgame long mate mateIn3 sacrifice,https://lichess.org/sNaPu2UE/black#54,
97002,1svDT,r7/pp2kp2/1qp3b1/4n2r/2BPn3/8/PPP1N1PP/R3QR1K w - - 0 21,d4e5 h5h2 h1h2 a8h8 e1h4 h8h4,1663,74,93,944,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/NeaSE199#41,
97015,1svkH,r2b1rk1/6pp/p3bN2/qp2p2Q/4P3/1B6/PP4PP/2RR2K1 b - - 0 22,f8f6 h5e8 f6f8 b3e6 g8h8 e8f8,1766,74,90,2504,deflection kingsideAttack long mate mateIn3 middlegame,https://lichess.org/kzyrd7AX/black#44,
97058,1syOw,3r2k1/5ppp/4b3/1p6/7P/2b5/R5PK/8 b - - 0 28,d8d2 a2a8 e6c8 a8c8 d2d8 c8d8,802,87,73,71,backRankMate endgame fork long mate mateIn3,https://lichess.org/4FwrDFW0/black#56,
97153,1t6Dx,k7/1p2Pbp1/2p2n2/p1Pp1Q2/P2P2P1/2P1q1BK/8/8 b - - 5 42,e3e7 f5c8 a8a7 c8b8 a7a6 b8a8,1416,75,91,700,endgame long mate mateIn3,https://lichess.org/WdFrw1I2/black#84,
97156,1t6Kl,r4rk1/ppq2ppp/2p1b3/6N1/2PPN1n1/1P4n1/P3Q1P1/R1B1RBK1 w - - 8 21,e2f3 g3e2 f1e2 c7h2 g1f1 h2h1,1731,78,96,11991,clearance kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/uyxZ6cnp#41,
97190,1t8gm,8/6pk/5pRp/1R2pP1K/4P3/2b1P2P/8/3r2r1 b - - 4 49,g1g6 f5g6 h7h8 b5b8 d1d8 b8d8,727,80,93,582,endgame long mate mateIn3,https://lichess.org/PqoGI83g/black#98,
97236,1tCEb,2r2rk1/pp3ppp/4p3/3NP3/3qP1nP/1P3Q2/P7/2R2R1K b - - 2 20,e6d5 f3f7 f8f7 c1c8 f7f8 f1f8,1811,82,84,105,deflection kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/l5LaDmkc/black#40,
97269,1tF0Z,r2k3r/ppp2Qp1/2p5/7p/2BPP2q/2N3bb/PPP2nP1/R1B2RK1 w - - 0 14,g2h3 g3h2 g1h2 h4h3 h2g1 h3g3,2375,79,93,3955,attraction exposedKing intermezzo kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/CKedmGQH#27,Russian_Game Russian_Game_Three_Knights_Game
97270,1tF0d,1r3rk1/1p3ppp/p2p4/P1pNb2R/4P2q/3P4/2P3PP/1R1Q3K b - - 4 20,h4f2 d5e7 g8h8 h5h7 h8h7 d1h5,1066,82,83,358,anastasiaMate attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/YeFt6Ch3/black#40,
97277,1tFvo,r5k1/pp4pp/2p4r/7q/8/1P2RpP1/P1P2P1P/5QRK w - - 3 26,h2h4 h5h4 g3h4 h6h4 f1h3 h4h3,591,85,100,82,endgame exposedKing kingsideAttack long mate mateIn3 sacrifice,https://lichess.org/XZ3sDo9S#51,
97304,1tHxW,1k5r/p1p5/Pp4R1/1Pb2p2/K1P3b1/3r4/8/8 b - - 9 44,h8h3 g6g8 c5f8 g8f8 d3d8 f8d8,1059,98,86,53,endgame long mate mateIn3,https://lichess.org/gdR0rpcL/black#88,
97307,1tIAR,5r1k/6p1/7p/3Q4/5q2/8/6PP/2R3K1 w - - 6 41,c1d1 f4f2 g1h1 f2f1 d1f1 f8f1,1445,96,64,213,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/ZzW6hroF#81,
97367,1tNMM,5r2/p2Q4/1p4pk/8/7q/2P5/P5PP/R5K1 w - - 2 26,d7a7 h4f2 g1h1 f2f1 a1f1 f8f1,1144,77,89,384,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/u81EWDFL#51,
97383,1tOKy,1k4r1/pNp5/7p/4R3/4B3/7n/PPP1r2P/5R1K w - - 1 27,b7a5 h3f2 f1f2 e2e1 f2f1 e1f1,1987,75,91,184,long mate mateIn3 middlegame sacrifice,https://lichess.org/Rc0dTbie#53,
97452,1tTEz,3r2k1/pp4pp/8/4Q3/8/P3R1P1/1P4qP/4K3 b - - 2 32,g2h2 e5e6 g8h8 e6e8 d8e8 e3e8,1479,88,72,308,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/AOvUKNL5/black#64,
97491,1tW66,8/pN3qk1/2pb4/3p2pp/3P2n1/2Q3P1/PP1N1rP1/2R3K1 w - - 1 30,b7d6 f2g2 g1g2 f7f2 g2h3 f2h2,1493,73,97,20205,attraction long mate mateIn3 middlegame sacrifice,https://lichess.org/jbGf0uaq#59,
97508,1tX6x,r5k1/p4ppp/1pp1r3/3p1Q2/8/2P1q2P/PP2B1P1/5R1K b - - 1 27,e3e2 f5f7 g8h8 f7f8 a8f8 f1f8,988,78,89,630,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/9cRyxZ6q/black#54,
97512,1tXHi,6k1/1p4p1/p3p1r1/3pQ2p/1P3Pq1/4P1n1/1PR4P/5RK1 w - - 0 32,h2g3 g4g3 g1h1 g3h3 c2h2 h3f1,1501,75,88,765,endgame exposedKing fork long mate mateIn3,https://lichess.org/ib0ICqst#63,
97515,1tXMb,4r3/6kp/5r2/4p2q/4P3/3Q1pP1/PPPN1RbP/R5K1 w - - 5 25,a1e1 h5h2 g1h2 f6h6 h2g1 h6h1,1264,75,88,265,attraction long mate mateIn3 middlegame sacrifice,https://lichess.org/JcnK9yrs#49,
97520,1tXhi,r1bqk2r/pp1p3p/2n2p1p/2b1p1N1/2B1P3/2N5/PP3PPP/R2Q1RK1 b kq - 1 10,h6g5 d1h5 e8e7 h5f7 e7d6 c3b5,1941,75,92,1286,long mate mateIn3 opening,https://lichess.org/ly7kOJc5/black#20,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit
97526,1tXzK,kr3r2/p3Q3/4R2p/8/3p4/3P2P1/q5PP/4R1K1 w - - 0 33,e7d6 a2f2 g1h1 f2f1 e1f1 f8f1,1415,78,76,144,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/XxxBFczW#65,
97528,1tYI3,8/7p/1R6/6p1/1P3k2/1r3P1P/6P1/7K w - - 3 47,b6b8 f4g3 b8e8 b3b1 e8e1 b1e1,1416,85,79,28,endgame long mate mateIn3 rookEndgame,https://lichess.org/GnnoMPWJ#93,
97529,1tYTM,2rr2k1/p4p1p/6p1/3p3P/3Q2P1/3R1P2/PP2q3/1K5R w - - 1 22,h5h6 e2c2 b1a1 c2c1 h1c1 c8c1,1071,81,92,447,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/svRmCtc8#43,
97542,1tYxA,r4rk1/pp4pp/1p2bq2/8/8/1QP5/PP3PPP/R3R1K1 w - - 0 20,e1e6 f6f2 g1h1 f2f1 a1f1 f8f1,917,78,68,64,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/oICvszwW#39,
97584,1tcIL,r1b5/p1p3kp/2p2r2/2qp1np1/4p3/5P2/PPPQB1PP/RN3R1K w - - 0 18,f3e4 f5g3 h2g3 f6h6 e2h5 h6h5,1747,77,87,100,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/pWgkwHes#35,Ruy_Lopez Ruy_Lopez_Cozio_Defense
97617,1teeM,3r1rk1/ppp3pp/4R3/2P5/3P1q2/2P5/P1Q2PPP/4R1K1 w - - 1 23,c2b3 f4f2 g1h1 f2f1 e1f1 f8f1,1211,111,67,19,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/Z0gtSmzm#45,
97653,1thIZ,4kb1N/p2b2pp/Q2p4/2p5/1r1q1P2/1P6/P2B1nPP/RN3R1K w - - 4 21,h1g1 f2h3 g1h1 d4g1 f1g1 h3f2,1376,85,74,207,doubleCheck kingsideAttack long mate mateIn3 middlegame sacrifice smotheredMate,https://lichess.org/BJDB6wlJ#41,
97699,1tkzo,3R3r/5rkp/p3Q3/1p6/5q2/P1P5/1P3PPP/4R1K1 w - - 5 25,d8h8 f4f2 g1h1 f2f1 e1f1 f7f1,1394,92,59,177,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/q9iCpQ7x#49,
97724,1tnAK,R7/P5k1/2pNp1p1/2P1P2p/r7/3b4/5P1P/6K1 w - - 1 37,d6c8 a4g4 g1h1 d3e4 f2f3 e4f3,1679,76,94,7962,endgame long mate mateIn3,https://lichess.org/ZJ1zMJ1v#73,
97732,1tngE,5rk1/3nb1pp/1q2p3/p3p2B/1p3P2/6P1/PPQ3K1/7R b - - 3 32,e5f4 c2h7 g8h7 h5f7 e7h4 h1h4,1874,73,95,10664,discoveredAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/zAuNwXi7/black#64,
97742,1toR8,5r1k/6pp/1p2rq2/p7/8/1Q6/PP3PPP/2R2RK1 w - - 12 28,c1c3 f6f2 f1f2 e6e1 f2f1 e1f1,1671,75,85,113,endgame long mate mateIn3 sacrifice,https://lichess.org/WMQ0EoyT#55,
97783,1tqx2,1r3rk1/p2R1ppp/2n1p3/3p2BQ/5P2/4q3/P1P3PP/4R2K w - - 7 21,e1e3 b8b1 h5d1 b1d1 e3e1 d1e1,980,83,52,64,backRankMate long mate mateIn3 middlegame,https://lichess.org/m6FcwSmL#41,
97796,1ts0E,1k4q1/1pp3r1/3p2r1/1p2p3/4P2b/2P1B1NP/PP2QPP1/R5KR w - - 15 28,g3f5 g6g2 g1f1 g2g1 h1g1 g7g1,1248,95,79,25,kingsideAttack long mate mateIn3 middlegame,https://lichess.org/D4Qra6Ba#55,
97835,1tufP,2r3k1/1R3ppp/1p6/1B2r3/1P1qp3/1Q5P/1P2K1P1/5R2 b - - 3 24,e5b5 b3f7 g8h8 f7f8 c8f8 f1f8,1320,77,97,11049,endgame long mate mateIn3 sacrifice,https://lichess.org/GawQIixg/black#48,
97959,1u2s7,4r1k1/3n1p1p/q1p1p3/3p3N/p4RPQ/P6P/2r3B1/7K b - - 0 30,a6e2 h4g5 g8f8 f4f7 f8f7 g5g7,2025,78,94,2516,attraction long master mate mateIn3 middlegame sacrifice,https://lichess.org/Z38L19S1/black#60,
98064,1uA4L,1R6/4k1p1/2p5/2Pp4/3P3b/3BP2b/1R3K2/r7 w - - 4 41,f2e2 h3g4 e2d2 h4e1 d2c2 g4d1,2152,96,59,34,endgame long mate mateIn3,https://lichess.org/c3WccEzJ#81,
98066,1uAI6,2r2r1k/p5pp/2Qb4/8/2BP3q/2P1B2b/PP3P1p/R3R2K w - - 1 29,c6d6 h4e4 f2f3 e4f3 h1h2 f3g2,1385,76,88,1277,exposedKing kingsideAttack long mate mateIn3 middlegame,https://lichess.org/Tv6wFYTB#57,
98283,1uOOa,6k1/2p3pp/6n1/3Q4/4n3/R6P/1P2qrP1/3R2K1 b - - 1 27,f2f7 a3a8 g6f8 a8f8 g8f8 d5d8,1601,75,92,1354,attraction long mate mateIn3 middlegame pin sacrifice,https://lichess.org/ToIrPYMQ/black#54,
98355,1uTF1,6k1/5p2/4p3/4P1p1/r3B2p/7P/3n1PPB/3R2K1 w - - 0 46,d1d2 a4a1 e4b1 a1b1 d2d1 b1d1,553,85,100,77,backRankMate endgame long mate mateIn3,https://lichess.org/6I2Gv6K8#91,
98371,1uU3i,2k5/pppq1p2/8/3PR3/2P3rr/2N5/PP3PP1/R2Q2K1 w - - 1 20,d1e2 g4g2 g1f1 h4h1 f1g2 d7h3,1716,74,85,455,long mate mateIn3 middlegame sacrifice,https://lichess.org/QHf7393t#39,
98467,1uamH,r4rk1/1b3ppp/pq2p3/1p2P1N1/2p2P2/2P5/P1Q1BnPP/R1B2R1K w - - 5 18,h1g1 f2h3 g1h1 b6g1 f1g1 h3f2,1362,78,85,379,doubleCheck kingsideAttack long mate mateIn3 middlegame pin sacrifice smotheredMate,https://lichess.org/gKBnxT1P#35,Queens_Gambit_Declined Queens_Gambit_Declined_Chigorin_Defense
98498,1ucmx,8/p3R3/1kn5/5Q2/P2r4/8/6PP/7K w - - 13 41,e7e6 d4d1 e6e1 d1e1 f5f1 e1f1,606,101,95,603,backRankMate endgame long mate mateIn3,https://lichess.org/inpiSv0J#81,
98523,1udq0,r2r2k1/2QP1p1p/1p3Pp1/pP6/n1P5/7P/6P1/1qb1R2K b - - 2 36,b1b2 c7d8 a8d8 e1e8 d8e8 d7e8q,1476,74,96,10678,advancedPawn kingsideAttack long mate mateIn3 middlegame promotion sacrifice,https://lichess.org/EjO8aVOJ/black#72,
98580,1uhq7,3N1rk1/pp4pp/4P3/3q4/8/1P3nP1/PBQ4P/2R2R1K w - - 3 27,c1d1 f3e1 h1g1 d5h1 g1h1 f8f1,2571,81,83,236,attraction deflection discoveredAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/TIyEEFNf#53,
98591,1uiUO,1k6/2p5/1p6/8/3r4/2r2BKR/8/8 b - - 6 49,d4d3 h3h8 d3d8 h8d8 b8a7 d8a8,620,86,63,60,endgame long mate mateIn3,https://lichess.org/1bcmuFO9/black#98,
98632,1umMG,6k1/p4R2/1p1r2p1/2pBr1qp/4P3/1NPP4/P5PP/5RK1 b - - 0 29,g8h8 f7f8 h8g7 f1f7 g7h6 f8h8,990,80,94,510,exposedKing kingsideAttack long mate mateIn3 middlegame,https://lichess.org/7ZQMJqbv/black#58,
98662,1uolE,r1bq2k1/pp4p1/4p1B1/b3n1pQ/8/2P2P2/P4P1P/3R1RK1 b - - 3 19,d8f6 h5h7 g8f8 h7h8 f8e7 h8e8,1283,76,93,862,kingsideAttack long mate mateIn3 middlegame,https://lichess.org/19Nl9hpr/black#38,Sicilian_Defense Sicilian_Defense_Old_Sicilian
98736,1utyy,4r1k1/p1p2p2/2b3pp/8/5P2/PQ1B2Pq/1PP4P/5RK1 w - - 1 28,f1f2 e8e1 d3f1 e1f1 f2f1 h3g2,1094,76,90,546,endgame long mate mateIn3 sacrifice,https://lichess.org/TODpD4RK#55,
